CLIENTNUM,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
720270633,1516.0,0,1516.0,0.737,2709,54,0.385,0.0,0.9912,0.0088
720269283,2485.0,1651,834.0,1.1,4351,86,0.83,0.664,0.00012982,0.99987
710142258,1820.0,909,911.0,0.737,4665,67,0.763,0.499,0.00012511,0.99987
708525108,2156.0,1134,1022.0,0.669,4120,77,0.711,0.526,0.00030251,0.9997
709621008,5826.0,1482,4344.0,0.7290000000000001,4135,76,0.767,0.254,0.0002185,0.99978
717181833,10190.0,891,9299.0,0.6779999999999999,3768,59,0.967,0.087,9.6533e-05,0.9999
711288558,2035.0,1174,861.0,0.8759999999999999,4670,77,0.638,0.5770000000000001,0.00011811,0.99988
718653333,1833.0,0,1833.0,0.5489999999999999,2037,31,0.292,0.0,0.99661,0.00338757
766628733,1623.0,0,1623.0,1.058,4965,74,0.805,0.0,0.00032275,0.99968
711724083,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,0.98869,0.01131
719690733,4490.0,1989,2501.0,0.604,4346,70,0.795,0.443,0.00011604,0.99988
770783508,11062.0,0,11062.0,0.7609999999999999,4084,72,0.8,0.0,0.00018665,0.99981
713422083,1574.0,0,1574.0,0.5820000000000001,2560,59,0.7879999999999999,0.0,0.99616,0.0038363
718026858,2370.0,1490,880.0,0.63,4751,80,0.86,0.629,0.00011066,0.99989
716028108,2658.0,0,2658.0,0.8909999999999999,4667,83,0.93,0.0,4.082e-05,0.99996
712222758,2300.0,0,2300.0,0.703,2500,47,0.119,0.0,0.99499,0.0050100000000000006
718436133,2368.0,1244,1124.0,0.935,4289,71,0.868,0.525,0.00019143,0.99981
719313633,2883.0,1936,947.0,0.861,4244,53,0.6559999999999999,0.672,0.0001597,0.99984
814586958,3264.0,2042,1222.0,0.752,4624,75,0.705,0.626,0.00017488,0.99983
804344733,1937.0,916,1021.0,0.807,4303,89,0.78,0.473,0.00012982,0.99987
717166383,2166.0,1465,701.0,0.857,5097,82,0.6729999999999999,0.6759999999999999,0.00013121,0.99987
713060283,7135.0,1164,5971.0,1.127,3746,81,1.189,0.163,9.5638e-05,0.9999
713070033,1438.3,787,651.3,0.737,4830,79,0.7559999999999999,0.547,0.00017987,0.99982
793625583,3743.0,2090,1653.0,0.969,4674,67,0.718,0.5579999999999999,3.3505e-05,0.99997
713918358,5190.0,1682,3508.0,0.888,4900,81,0.8,0.324,9.5711e-05,0.9999
714308283,6059.0,1171,4888.0,0.6779999999999999,4119,70,0.667,0.193,0.00043772,0.99956
714086133,2577.0,1450,1127.0,0.747,4576,83,0.7659999999999999,0.563,0.00020643,0.99979
718872858,3761.0,2121,1640.0,0.6940000000000001,4476,79,0.927,0.564,9.0056e-05,0.99991
718148358,1572.0,0,1572.0,0.74,2447,41,0.5770000000000001,0.0,0.99673,0.00326528
709665783,1637.0,0,1637.0,0.889,4800,70,0.795,0.0,3.4268000000000005e-05,0.99997
708483708,28600.0,0,28600.0,0.506,4336,66,0.61,0.0,0.00019771,0.9998
715347783,4402.0,1524,2878.0,0.628,3063,57,0.9,0.34600000000000003,0.0001106,0.99989
709054083,2652.0,1911,741.0,0.831,4816,79,0.8809999999999999,0.721,8.6952e-05,0.99991
807915408,6602.0,0,6602.0,0.743,4479,82,0.8220000000000001,0.0,0.00018612,0.99981
794507133,1900.0,0,1900.0,0.7759999999999999,2880,46,0.353,0.0,0.9926,0.0074
712569408,3455.0,1385,2070.0,0.773,4925,82,0.745,0.401,0.00029051,0.99971
788805108,18123.0,1775,16348.0,0.593,4259,80,0.86,0.098,0.00030516,0.99969
710150208,2295.0,1250,1045.0,0.912,3834,69,0.643,0.545,0.00011432,0.99989
711825558,1518.0,1115,403.0,0.705,3595,65,0.857,0.735,0.00011811,0.99988
712891833,2723.0,1902,821.0,0.723,3875,84,0.75,0.698,3.3214000000000004e-05,0.99997
719680908,1776.0,691,1085.0,0.878,4878,84,0.826,0.389,7.7286e-05,0.99992
801053208,1968.0,1270,698.0,0.975,4199,84,0.826,0.645,0.00010943,0.99989
758642733,1860.0,1054,806.0,0.963,5163,73,0.973,0.5670000000000001,3.1176e-05,0.99997
771201408,2684.0,2126,558.0,0.69,5299,75,0.875,0.792,0.00019864,0.9998
789523683,2180.0,1865,315.0,0.748,4348,77,0.51,0.856,9.2637e-05,0.99991
767266758,1661.0,0,1661.0,0.7859999999999999,2473,49,0.75,0.0,0.99801,0.00198853
713732883,1679.0,0,1679.0,0.6579999999999999,4771,81,0.7609999999999999,0.0,4.8595e-05,0.99995
720739083,1691.0,0,1691.0,0.865,2716,63,0.703,0.0,0.99558,0.00441892
718010133,2888.0,1641,1247.0,0.976,3703,61,1.179,0.568,0.00022525,0.99977
771518658,1871.0,1339,532.0,0.79,4553,90,0.731,0.716,9.8983e-05,0.9999
710508858,3226.0,2517,709.0,0.818,4317,81,0.884,0.78,9.0056e-05,0.99991
772590408,12114.0,1379,10735.0,0.6759999999999999,3964,90,0.8370000000000001,0.114,0.00012309999999999998,0.99988
719334408,4959.0,1483,3476.0,0.902,4286,71,0.614,0.299,0.00013245,0.99987
717500133,10374.0,599,9775.0,0.635,4240,63,0.853,0.058,0.00020643,0.99979
720988083,1438.3,1080,358.3,0.802,4425,79,0.7170000000000001,0.7509999999999999,0.0001736,0.99983
713594883,1486.0,849,637.0,0.621,2380,43,0.87,0.5710000000000001,0.9968,0.00320374
719848908,2542.0,0,2542.0,0.5870000000000001,4087,73,0.78,0.0,0.0003139,0.99969
714962658,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,0.997,0.00299743
717429258,1644.0,500,1144.0,0.784,2450,45,0.406,0.304,0.99871,0.00128822
717022533,2283.0,0,2283.0,0.899,4088,66,0.8859999999999999,0.0,0.000109,0.99989
710853033,4943.0,1204,3739.0,0.417,4024,82,0.7829999999999999,0.244,0.00015460000000000002,0.99985
709548783,1438.3,0,1438.3,0.602,2100,54,0.588,0.0,0.99866,0.00133669
780055308,1438.3,0,1438.3,0.83,4482,54,0.636,0.0,9.3457e-05,0.99991
714252933,1438.3,0,1438.3,0.7440000000000001,4737,80,0.818,0.0,0.00018612,0.99981
713336883,1760.0,0,1760.0,0.457,2285,46,0.643,0.0,0.99768,0.00231656
713119308,1852.0,0,1852.0,0.8009999999999999,4339,82,0.7829999999999999,0.0,0.00041696,0.99958
710815608,2049.0,1530,519.0,1.344,4521,70,0.628,0.747,0.0001861,0.99981
809626983,1670.0,0,1670.0,0.7070000000000001,2790,37,0.321,0.0,0.99673,0.00326528
803398983,1511.0,864,647.0,0.7120000000000001,4823,64,0.8290000000000001,0.5720000000000001,0.00021834,0.99978
717568308,6018.0,0,6018.0,0.703,4355,78,0.857,0.0,7.0819e-05,0.99993
711694083,3030.0,1251,1779.0,0.6940000000000001,4724,71,0.775,0.413,0.00011493,0.99989
712258308,2755.0,1483,1272.0,0.8059999999999999,4394,75,0.63,0.5379999999999999,9.4447e-05,0.99991
713884458,8783.0,2142,6641.0,0.662,4425,83,0.7659999999999999,0.244,0.00011604,0.99988
716160708,1861.0,1677,184.0,0.742,5225,94,0.679,0.901,0.00010182,0.9999
772728933,13709.0,813,12896.0,0.65,2511,40,0.6,0.059,0.9972,0.00280488
815320383,4710.0,0,4710.0,0.7170000000000001,2690,43,0.955,0.0,0.99515,0.00484967
712117983,17285.0,1853,15432.0,0.882,4787,60,0.7140000000000001,0.107,0.00018864,0.99981
788694558,1438.3,661,777.3,0.573,4463,87,0.812,0.46,0.00020424,0.9998
709275558,7866.0,0,7866.0,0.76,4238,55,0.7190000000000001,0.0,0.00017987,0.99982
711216933,2190.0,1299,891.0,0.938,5026,77,0.711,0.593,9.8983e-05,0.9999
717069033,4829.0,1153,3676.0,0.534,4778,65,0.97,0.239,9.7154e-05,0.9999
714992733,3210.0,2081,1129.0,0.615,3962,62,0.938,0.648,3.4465e-05,0.99997
809445858,1755.0,750,1005.0,0.659,5000,79,0.8370000000000001,0.4270000000000001,0.0002596,0.99974
708859158,1438.3,703,735.3,0.865,4341,80,0.951,0.489,3.4833000000000003e-05,0.99997
710040483,14485.0,2124,12361.0,0.527,3895,87,0.7759999999999999,0.147,7.3235e-05,0.99993
714667608,6043.0,0,6043.0,0.627,4256,78,0.529,0.0,0.0002185,0.99978
714475908,6348.0,0,6348.0,0.4,1732,39,0.393,0.0,0.99462,0.005379999999999999
713656308,1438.3,0,1438.3,0.618,4210,75,0.5,0.0,9.0493e-05,0.99991
716790633,17239.0,0,17239.0,0.393,1789,38,0.35700000000000004,0.0,0.99499,0.0050100000000000006
716127333,18432.0,484,17948.0,0.557,2300,45,0.552,0.026,0.99499,0.0050100000000000006
713017758,1636.0,1135,501.0,0.754,5056,85,0.809,0.6940000000000001,0.00010985,0.99989
717893358,7951.0,1456,6495.0,0.882,4452,65,0.512,0.183,9.6126e-05,0.9999
780032208,14201.0,0,14201.0,0.574,2223,47,0.679,0.0,0.99683,0.00317458
720219633,2723.0,1544,1179.0,0.794,4108,70,1.258,0.5670000000000001,0.00015435,0.99985
711676008,2019.0,991,1028.0,0.799,3603,59,0.967,0.491,0.00010684,0.99989
714192033,10305.0,1870,8435.0,0.722,4018,63,0.8,0.181,5.5559e-05,0.99994
713442933,3114.0,2208,906.0,0.8240000000000001,5219,86,0.6859999999999999,0.7090000000000001,0.00034503,0.99965
789052308,4323.0,0,4323.0,0.8170000000000001,2451,38,0.727,0.0,0.99161,0.00839
714948858,3647.0,2517,1130.0,0.8420000000000001,2935,58,0.933,0.69,0.99207,0.00793
711772983,1849.0,1293,556.0,0.835,4678,71,0.972,0.6990000000000001,0.00011065,0.99989
802937058,2540.0,1859,681.0,0.768,4480,80,0.7020000000000001,0.732,0.00010182,0.9999
712493058,4972.0,0,4972.0,0.7190000000000001,4524,72,0.7559999999999999,0.0,0.00018053,0.99982
718808883,13565.0,0,13565.0,0.56,3705,69,0.917,0.0,9.8015e-05,0.9999
719685408,6332.0,318,6014.0,0.7829999999999999,2505,43,0.536,0.05,0.99153,0.00847
708829758,6062.0,761,5301.0,0.307,3877,66,0.375,0.126,0.00017486,0.99983
710792733,2897.0,638,2259.0,1.041,4491,75,0.7859999999999999,0.22,0.00013897,0.99986
716838633,13407.0,1341,12066.0,0.928,4869,84,0.615,0.1,7.5561e-05,0.99992
714041283,6610.0,1663,4947.0,0.813,4735,83,0.7659999999999999,0.252,0.00011382,0.99989
710284233,1438.3,0,1438.3,0.98,2439,43,0.72,0.0,0.99821,0.00179304
752944533,2030.0,1269,761.0,0.6459999999999999,5067,88,0.725,0.625,5.5277e-05,0.99994
713312208,3146.0,0,3146.0,0.414,1868,38,0.31,0.0,0.99431,0.00569
804045933,5302.0,2414,2888.0,0.779,4284,74,0.682,0.455,0.00015435,0.99985
716662683,3185.0,1820,1365.0,0.965,5069,81,1.025,0.5710000000000001,0.00021042,0.99979
713432508,4328.0,1749,2579.0,0.8059999999999999,4593,72,1.0,0.404,0.00021962,0.99978
799475658,2238.0,1300,938.0,1.071,4508,79,0.7559999999999999,0.581,0.00032275,0.99968
719849958,2658.0,1884,774.0,0.627,4779,83,0.93,0.7090000000000001,0.00031726,0.99968
715803933,9090.0,1371,7719.0,0.64,4422,65,0.585,0.151,0.00012571,0.99987
779486433,2424.0,2169,255.0,0.613,4209,76,0.767,0.895,0.00021724,0.99978
708281433,1438.3,0,1438.3,0.565,3848,75,0.705,0.0,9.2637e-05,0.99991
779844408,1438.3,0,1438.3,0.481,2137,40,0.333,0.0,0.99702,0.00298315
721306908,2303.0,540,1763.0,0.57,3440,46,0.7040000000000001,0.234,0.00016883,0.99983
713964858,2792.0,887,1905.0,0.7929999999999999,4074,81,0.8,0.318,0.00019143,0.99981
717545808,2900.0,1987,913.0,0.667,4549,70,0.75,0.685,6.7967e-05,0.99993
771232533,2267.0,1283,984.0,0.7609999999999999,4249,81,0.8,0.5660000000000001,0.00030251,0.9997
710883483,4189.0,2066,2123.0,0.6859999999999999,4661,85,0.735,0.493,0.00028395,0.99972
801715383,12890.0,0,12890.0,0.5760000000000001,2216,51,0.545,0.0,0.99473,0.00527
719594433,3269.0,1434,1835.0,0.63,4672,66,0.65,0.439,5.5077e-05,0.99994
716310633,2759.0,2481,278.0,0.588,5037,84,0.68,0.899,0.00012571,0.99987
714188883,1787.0,0,1787.0,0.654,2345,36,0.28600000000000003,0.0,0.99415,0.00585
772437633,6854.0,0,6854.0,0.703,4578,72,0.7559999999999999,0.0,0.00019864,0.9998
708536283,2904.0,2517,387.0,0.624,2653,46,0.586,0.867,0.99357,0.00643
772569033,5293.0,1236,4057.0,0.848,4572,90,0.8,0.234,9.4951e-05,0.99991
714443883,1781.0,0,1781.0,0.57,4593,81,0.8,0.0,7.1226e-05,0.99993
710369658,3276.0,2353,923.0,0.725,4488,92,0.736,0.718,0.00020516,0.99979
788440083,34516.0,1384,33132.0,0.625,3807,82,0.8640000000000001,0.04,0.00028105,0.99972
773332908,14670.0,1900,12770.0,0.8059999999999999,4221,83,0.7659999999999999,0.13,0.00018339,0.99982
709307808,4375.0,0,4375.0,0.621,2507,53,0.472,0.0,0.99661,0.00338788
712507758,3448.0,1903,1545.0,0.841,5471,87,0.642,0.552,0.00029411,0.99971
715701033,2111.0,1761,350.0,0.753,2112,46,0.769,0.8340000000000001,0.99671,0.00329379
718478883,3123.0,0,3123.0,0.513,4424,81,0.723,0.0,9.0064e-05,0.99991
788734158,8374.0,0,8374.0,0.885,4493,59,1.034,0.0,0.00018864,0.99981
794490858,15713.0,1387,14326.0,0.904,4775,61,0.605,0.08800000000000001,4.541e-05,0.99995
718397658,4115.0,1231,2884.0,0.745,3627,61,1.179,0.299,0.00016966,0.99983
718826883,6925.0,0,6925.0,0.821,2506,36,0.44,0.0,0.99482,0.00518
716733933,1898.0,725,1173.0,0.664,5051,64,1.065,0.382,0.00017486,0.99983
809307108,2021.0,1182,839.0,0.794,4209,77,0.833,0.585,0.00016413,0.99984
778671483,1630.0,1008,622.0,0.695,4143,67,0.595,0.618,0.00032275,0.99968
815504583,1538.0,0,1538.0,0.684,2275,43,0.483,0.0,0.99709,0.0029104
789319458,22639.0,1481,21158.0,0.703,4219,65,0.477,0.065,0.00020321,0.9998
710382108,2452.0,2423,29.0,0.778,4204,63,0.8,0.988,6.724899999999999e-05,0.99993
720895533,1438.3,1056,382.3,0.986,4885,78,1.053,0.7340000000000001,0.00034872,0.99965
709891608,9924.0,0,9924.0,0.517,1949,43,0.483,0.0,0.99466,0.00534
717136533,2586.0,835,1751.0,0.721,4883,73,0.825,0.32299999999999995,0.00011703,0.99988
790164408,2308.0,2094,214.0,0.722,4869,77,0.75,0.907,0.00031211,0.99969
795613233,10514.0,1494,9020.0,0.649,4949,76,0.81,0.142,4.1986e-05,0.99996
709009833,1655.0,0,1655.0,0.7659999999999999,4621,67,0.675,0.0,0.0003139,0.99969
720054183,2768.0,2228,540.0,0.8640000000000001,5112,86,0.87,0.805,0.00011382,0.99989
713193408,2533.0,2076,457.0,0.738,3816,75,0.8290000000000001,0.82,0.00028535,0.99971
801508383,25658.0,1721,23937.0,0.5920000000000001,4498,85,0.635,0.067,0.00017987,0.99982
711949683,4410.0,2517,1893.0,0.53,1883,44,0.63,0.5710000000000001,0.99466,0.00534
787747308,3468.0,2517,951.0,0.746,2494,39,0.345,0.726,0.99487,0.00513
720064158,1438.3,0,1438.3,0.7090000000000001,4323,70,0.667,0.0,0.00023373,0.99977
779104608,1438.3,0,1438.3,0.6890000000000001,2819,48,0.6,0.0,0.98941,0.01059
715477233,6968.0,1430,5538.0,0.95,4037,69,1.029,0.205,0.00017468,0.99983
719524383,2441.0,1670,771.0,0.6970000000000001,4105,73,0.5529999999999999,0.684,9.6126e-05,0.9999
713804883,1836.0,0,1836.0,0.32299999999999995,1799,28,0.16699999999999998,0.0,0.99293,0.00707
710359458,2560.0,1807,753.0,0.995,4456,70,0.522,0.706,8.6952e-05,0.99991
716311683,32733.0,1448,31285.0,0.655,3452,54,0.862,0.044,5.6158e-05,0.99994
753795633,2964.0,2517,447.0,0.6990000000000001,2327,38,0.81,0.8490000000000001,0.99462,0.005379999999999999
780076833,8315.0,1008,7307.0,0.718,4088,66,0.61,0.121,5.6825e-05,0.99994
716019333,2279.0,1789,490.0,0.865,4091,82,0.907,0.785,0.00028535,0.99971
820657083,34516.0,800,33716.0,0.804,3819,72,0.6,0.023,5.0742e-05,0.99995
716901858,1438.3,0,1438.3,0.562,3691,77,0.51,0.0,8.358799999999999e-05,0.99992
756571983,2020.0,1103,917.0,0.942,4951,85,0.932,0.546,0.00019311,0.99981
817607358,34516.0,0,34516.0,0.767,2227,44,0.63,0.0,0.99706,0.00294187
778268508,5261.0,1966,3295.0,0.672,4448,86,0.792,0.374,7.057600000000001e-05,0.99993
778984383,2692.0,2039,653.0,0.853,4622,73,0.78,0.757,0.00010943,0.99989
720771933,1994.0,0,1994.0,0.8290000000000001,4434,69,0.568,0.0,8.381e-05,0.99992
748827033,3290.0,0,3290.0,0.841,4780,84,0.615,0.0,0.00019864,0.9998
712591983,3035.0,1960,1075.0,0.5660000000000001,4104,79,0.927,0.6459999999999999,0.00019764,0.9998
712181658,2407.0,1552,855.0,0.62,4983,86,0.755,0.645,0.00010848,0.99989
712297683,1781.0,0,1781.0,0.693,2196,35,0.75,0.0,0.99452,0.00548
714684933,3680.0,0,3680.0,0.7290000000000001,2725,41,0.5770000000000001,0.0,0.99462,0.005379999999999999
720742083,2740.0,2425,315.0,0.816,2431,46,0.394,0.885,0.99714,0.00285845
772310958,4311.0,822,3489.0,0.722,4965,94,0.541,0.191,0.00023881,0.99976
715343883,1931.0,1297,634.0,1.037,4693,66,0.833,0.672,0.00030516,0.99969
720470133,3604.0,1483,2121.0,0.597,4576,87,0.706,0.411,0.0002596,0.99974
710420133,2190.0,0,2190.0,0.63,4416,68,0.581,0.0,0.00011382,0.99989
720933408,8438.0,1825,6613.0,0.589,4798,89,0.7120000000000001,0.21600000000000005,5.663e-05,0.99994
716304483,3413.0,2372,1041.0,0.7,5029,86,0.792,0.695,0.00019311,0.99981
719534058,2163.0,1942,221.0,0.5820000000000001,4380,57,0.7809999999999999,0.898,5.8902e-05,0.99994
710515308,3595.0,1904,1691.0,0.8909999999999999,5025,84,0.647,0.53,0.00010182,0.9999
797241108,9036.0,1080,7956.0,0.742,4500,83,0.66,0.12,0.00028395,0.99972
708884658,2315.0,1565,750.0,0.873,4828,90,0.8,0.6759999999999999,3.3214000000000004e-05,0.99997
794475483,34516.0,1043,33473.0,0.69,4654,59,0.639,0.03,0.00017526,0.99982
714315858,4008.0,1650,2358.0,1.0,5429,71,0.732,0.412,9.3448e-05,0.99991
717217983,3143.0,2517,626.0,0.959,5409,79,0.8809999999999999,0.8009999999999999,0.00019864,0.9998
721124658,3427.0,0,3427.0,0.5,2625,63,0.5,0.0,0.99513,0.00487126
716753058,2699.0,564,2135.0,0.6829999999999999,4813,78,0.8140000000000001,0.209,0.00011811,0.99988
711069483,1538.0,0,1538.0,0.706,4884,79,0.8809999999999999,0.0,0.00011382,0.99989
708478233,5573.0,1238,4335.0,0.624,4348,90,0.8370000000000001,0.222,0.00011811,0.99988
710783358,2570.0,1764,806.0,0.7859999999999999,4442,85,0.7709999999999999,0.6859999999999999,0.00018145,0.99982
713710383,18008.0,2517,15491.0,0.775,2659,55,0.833,0.14,6.6728e-05,0.99993
720815208,34516.0,216,34300.0,0.556,2395,47,0.306,0.006,0.99605,0.00394582
721338783,13483.0,2517,10966.0,0.733,3427,72,0.6,0.187,0.00020643,0.99979
714121983,4349.0,1400,2949.0,0.6409999999999999,4694,84,0.75,0.322,0.00019864,0.9998
715061733,11698.0,1060,10638.0,1.2819999999999998,3539,81,0.929,0.091,9.3457e-05,0.99991
720520308,8318.0,2517,5801.0,0.69,2427,52,0.625,0.303,0.99504,0.00495524
806908608,1438.3,0,1438.3,0.691,3942,78,1.229,0.0,0.00021042,0.99979
798972183,1643.0,526,1117.0,0.8290000000000001,2520,38,0.583,0.32,0.99497,0.00503
715030308,1503.0,929,574.0,0.892,4680,67,0.971,0.618,5.7762e-05,0.99994
708244458,2793.0,1517,1276.0,0.7120000000000001,3485,72,0.895,0.5429999999999999,0.00019771,0.9998
789479058,1438.3,0,1438.3,0.835,4459,66,0.833,0.0,0.00030845,0.99969
784998108,9094.0,0,9094.0,0.631,4203,76,0.727,0.0,0.00018145,0.99982
711808383,6362.0,1709,4653.0,1.016,4476,85,0.735,0.269,9.6126e-05,0.9999
770839608,2394.0,1427,967.0,0.8029999999999999,4611,82,0.7829999999999999,0.596,3.4268000000000005e-05,0.99997
713866308,15100.0,2004,13096.0,0.9,4135,76,0.6890000000000001,0.133,7.9128e-05,0.99992
714250908,2927.0,2517,410.0,0.419,2231,60,0.875,0.86,0.99542,0.00457826
739317558,9030.0,2369,6661.0,0.662,4899,84,0.867,0.262,0.00031231,0.99969
718702908,1543.0,1041,502.0,0.92,4312,84,0.647,0.675,7.5449e-05,0.99992
720644883,4941.0,1867,3074.0,0.73,5104,87,0.851,0.378,6.2639e-05,0.99994
717182883,2279.0,1432,847.0,0.855,4169,74,0.947,0.628,0.00010386,0.9999
719384433,1877.0,1203,674.0,0.654,2581,57,0.7809999999999999,0.6409999999999999,0.99485,0.00515
787301208,1438.3,0,1438.3,0.706,3763,74,0.85,0.0,3.415e-05,0.99997
720924633,1438.3,0,1438.3,0.984,4397,73,0.5529999999999999,0.0,7.0865e-05,0.99993
721316358,9577.0,632,8945.0,0.379,4086,62,0.7709999999999999,0.066,3.3505e-05,0.99997
716118633,5427.0,2177,3250.0,0.8240000000000001,4328,73,0.622,0.401,3.9082e-05,0.99996
789880533,5913.0,1651,4262.0,0.79,2404,39,0.56,0.279,0.99816,0.00184351
711221958,2867.0,0,2867.0,0.703,2646,41,0.464,0.0,0.99161,0.00839
715510683,2506.0,1362,1144.0,0.8440000000000001,4665,82,0.745,0.5429999999999999,0.00010386,0.9999
718689258,1693.0,1101,592.0,0.778,4203,87,0.851,0.65,0.00027701,0.99972
716368008,3137.0,959,2178.0,1.008,2925,41,0.414,0.306,0.99073,0.00927
712092783,2437.0,0,2437.0,0.664,2027,42,0.448,0.0,0.99653,0.00346592
789541458,1438.3,977,461.3,1.189,4840,85,1.073,0.679,1.8596e-05,0.99998
719539458,3913.0,0,3913.0,0.722,5170,93,0.86,0.0,0.0003139,0.99969
713082708,4953.0,991,3962.0,0.342,4183,67,0.489,0.2,0.00011065,0.99989
794665608,5724.0,582,5142.0,0.8170000000000001,4510,59,0.903,0.102,0.00019864,0.9998
712827258,1438.3,0,1438.3,1.023,5046,77,0.925,0.0,3.6573e-05,0.99996
714525633,1886.0,1023,863.0,0.708,4233,81,0.884,0.542,0.00019771,0.9998
708726708,1451.0,599,852.0,0.752,2192,35,0.458,0.413,0.99499,0.0050100000000000006
768498258,2950.0,1642,1308.0,0.8,4740,83,0.6940000000000001,0.557,0.00017468,0.99983
712767858,1438.3,1223,215.3,0.491,2181,43,0.593,0.85,0.99378,0.006220000000000001
709231683,2024.0,901,1123.0,0.659,4861,84,0.75,0.445,0.00019143,0.99981
712445583,2299.0,0,2299.0,0.6629999999999999,2323,47,0.469,0.0,0.99247,0.0075299999999999985
711461658,3291.0,1197,2094.0,0.672,3228,82,0.708,0.364,0.00016413,0.99984
713891133,1438.3,834,604.3,0.407,1890,43,0.387,0.58,0.99207,0.00793
710074458,2137.0,996,1141.0,0.625,4290,90,0.875,0.466,9.2974e-05,0.99991
779279883,1438.3,0,1438.3,0.061,1628,42,0.077,0.0,0.99431,0.00569
719674533,16794.0,1527,15267.0,0.912,4040,76,0.6890000000000001,0.091,0.00010566,0.99989
716535408,12219.0,1462,10757.0,0.5579999999999999,3843,69,0.605,0.12,0.00010566,0.99989
710319108,1804.0,1298,506.0,0.758,4542,73,0.921,0.72,0.0001861,0.99981
714777858,2343.0,2066,277.0,0.72,4858,69,0.917,0.882,0.00019771,0.9998
769974258,19724.0,0,19724.0,0.644,3830,82,0.6729999999999999,0.0,0.00023373,0.99977
717819633,3949.0,1463,2486.0,1.072,4124,57,0.8390000000000001,0.37,5.8763e-05,0.99994
712953483,1682.0,0,1682.0,0.75,1811,39,0.5,0.0,0.99775,0.00225216
779029458,1724.0,0,1724.0,0.67,2725,47,0.424,0.0,0.99702,0.00298315
721321383,2372.0,1148,1224.0,0.872,4418,80,0.818,0.484,0.00027008,0.99973
716973333,4642.0,1676,2966.0,0.615,5080,76,0.81,0.361,0.00019191,0.99981
709946658,2765.0,1211,1554.0,0.736,4629,58,0.706,0.438,0.00030845,0.99969
709243533,2555.0,1815,740.0,0.847,4552,75,0.8290000000000001,0.71,0.00019771,0.9998
709999308,3150.0,0,3150.0,0.75,3477,78,0.857,0.0,0.00012144,0.99988
712389108,2570.0,2107,463.0,0.6509999999999999,4058,83,0.7659999999999999,0.82,0.00017987,0.99982
712305333,4386.0,2505,1881.0,0.8059999999999999,4064,65,0.8059999999999999,0.5710000000000001,9.7673e-05,0.9999
812785158,2411.0,1797,614.0,0.607,4331,63,0.5,0.745,0.00019396,0.99981
765459858,6397.0,0,6397.0,0.632,2511,56,0.556,0.0,0.99737,0.0026282
714894708,23958.0,2517,21441.0,0.7020000000000001,2777,45,0.552,0.105,0.99526,0.00474303
711296508,2608.0,2455,153.0,0.8859999999999999,4776,85,0.889,0.941,0.00019864,0.9998
795713058,4409.0,1753,2656.0,0.55,4292,76,0.652,0.398,6.724899999999999e-05,0.99993
789487308,10033.0,0,10033.0,0.644,4106,78,0.902,0.0,0.00016471,0.99984
720130233,1641.0,0,1641.0,0.7909999999999999,2536,45,0.364,0.0,0.99061,0.00939
789047208,2454.0,1610,844.0,1.036,4983,79,0.795,0.6559999999999999,9.0056e-05,0.99991
715864983,1978.0,0,1978.0,0.6409999999999999,4870,83,0.8440000000000001,0.0,0.00011065,0.99989
708765933,5464.0,887,4577.0,0.5539999999999999,4866,81,0.62,0.162,0.00013393,0.99987
809320908,5951.0,0,5951.0,0.742,4160,84,0.867,0.0,0.00030516,0.99969
779324358,2381.0,1603,778.0,0.687,4013,79,0.7559999999999999,0.6729999999999999,9.5249e-05,0.9999
713730108,11596.0,1258,10338.0,0.426,4686,67,0.675,0.108,0.00014046,0.99986
711783483,5162.0,984,4178.0,0.8420000000000001,3562,72,0.895,0.191,0.00021962,0.99978
719294433,16312.0,520,15792.0,0.8059999999999999,4366,68,0.659,0.032,0.00010469,0.9999
718279008,25276.0,0,25276.0,0.8490000000000001,2282,38,0.583,0.0,0.9943,0.0057
721238508,1939.0,1484,455.0,0.5760000000000001,4790,77,0.75,0.765,0.00030516,0.99969
709365483,2788.0,1826,962.0,0.521,4437,67,0.595,0.655,0.00043772,0.99956
718477983,1438.3,1108,330.3,0.782,4776,90,0.765,0.77,0.00019311,0.99981
719809533,2448.0,1969,479.0,0.713,5066,84,0.75,0.804,0.00014907,0.99985
717239133,10317.0,642,9675.0,0.5529999999999999,3939,60,0.875,0.062,9.8992e-05,0.9999
814091058,3119.0,2517,602.0,0.722,2492,50,0.515,0.807,0.99431,0.00569
710555433,2803.0,0,2803.0,0.623,2216,40,0.6,0.0,0.99169,0.00831
770956158,2397.0,2151,246.0,0.8390000000000001,4140,68,0.7440000000000001,0.897,7.1987e-05,0.99993
